order_id,customer_id,date,nearest_warehouse,shopping_cart,order_price,delivery_charges,customer_lat,customer_long,coupon_discount,order_total,season,is_expedited_delivery,distance_to_nearest_warehouse,latest_customer_review,is_happy_customer
ORD441257,ID2672365503,2019-06-29,Bakers,"[('iStream', 1), ('Alcon 10', 1)]",9100.0,64.69,-37.80926450000001,145.00144540000005,10,8254.69,Winter,False,0.5524808632101317,five stars absolutely love this phone,True
ORD493134,ID3130999255,2019-01-13,Bakers,"[('Toshika 750', 2), ('pearTV', 2), ('Candle Inferno', 1), ('iAssist Line', 1)]",23915.0,68.18,-37.8142704,145.01112719999998,5,22787.43,Summer,False,1.4766336991453308,not unlocked as advertised! says it's unlocked for use on t mobile but isn't.,False
ORD039094,ID0591431033,2019-02-21,Nickolson,"[('Universe Note', 2), ('Toshika 750', 2), ('iAssist Line', 1), ('pearTV', 1)]",24075.0,68.18,-37.8178838,144.9678476,0,24143.18,Summer,False,0.1694249270088065,,True
ORD208432,ID1132053699,2019-03-21,Thompson,"[('Toshika 750', 2), ('iAssist Line', 1), ('iStream', 1)]",11015.0,63.54,-37.8179104,144.9462064,25,8324.79,Autumn,False,0.5879031712833525,three stars it's not a bad phone. it's functional,True
ORD271000,ID0373655802,2019-05-12,Thompson,"[('Lucent 330S', 1), ('iStream', 1), ('Universe Note', 1), ('Olivia x460', 1)]",6055.0,70.79,-37.812655,144.92524369999995,25,4612.04,Autumn,False,1.919367685858556,absolutely love it! i would highly recommend this product. it’s been working fine so far.. only funny thing is the face recognition sometimes mixes my mum’s face and i.,True
ORD079617,ID3804569172,2019-11-16,Bakers,"[('Lucent 330S', 2), ('Candle Inferno', 2), ('pearTV', 1)]",9630.0,105.32,-37.8202297,144.9894253,0,9735.32,Spring,True,1.2483877480059555,"very good quality ""refurbished"" phone! fast shipping. very clean and great quality ""refurbished"" phone. feels very brand new. no problems so far. cellularedge is a fantastic seller! 👌",True
ORD350274,ID0122752579,2019-11-25,Thompson,"[('Thunder line', 2), ('Universe Note', 1), ('iStream', 2), ('iAssist Line', 1)]",10335.0,100.65,-37.8141232,144.93970969999995,0,10435.65,Spring,True,0.6670058626719674,five stars great phone.,True
ORD325153,ID2717237172,2019-02-11,Nickolson,"[('Candle Inferno', 1), ('iAssist Line', 2)]",4880.0,107.41,-37.798829100000006,144.96928830000004,15,4255.41,Summer,True,2.2004039565581612,good product amazing product. works perfectly,True
ORD060821,ID0634777774,2019-01-17,Thompson,"[('pearTV', 2), ('Toshika 750', 2), ('Universe Note', 2)]",28160.0,72.55,-37.8148459,144.9375409,15,24008.55,Summer,False,0.8721130312499028,"is this a stolen merchandize? nice phone with tons of user friendly features. powerful wireless communications and crystal clear voice. its large screen makes it fun to watch video, work and read emails or go through your calendar. i recommend it even though it is a little pricy.",True
ORD219114,ID2239389706,2019-03-21,Bakers,"[('Alcon 10', 1), ('Olivia x460', 1), ('iAssist Line', 1)]",12400.0,62.01,-37.8154024,144.9997664,10,11222.01,Autumn,True,0.7219382645206859,dead on arrival keeps saying battery disconnected and won't charge out of the box and not working.. someone needs to better check their refurbished phones before shipping,False
